,Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School,address_composite,lat,lon,osm_address
1402,221425,,Katy ISD Child Care,5364 FRANZ RD ,KATY,TX,77493,HARRIS,281-396-2768,Licensed Center - Child Care Program,Full Permit,2/10/1987,124,,102639,,N,Y,Y,Y,"5364 FRANZ RD , HARRIS County, TX 77493",29.801489857142858,-95.81192692857142,"5364, Franz Road, Katy, Harris County, Texas, 77493, United States"
1403,220830,,Katy ISD East Transportation,2901 DULANEY RD ,HOUSTON,TX,77084,HARRIS,281-396-2709,Licensed Center - Child Care Program,Full Permit,2/10/1987,139,,102543,,N,Y,Y,Y,"2901 DULANEY RD , HARRIS County, TX 77084",29.807132,-95.6932,"2901, Dulaney Road, Harris County, Texas, 77084, United States"
1404,1645255,,Katy Kiddos Childcare Center,1420 KATY FORT BEND RD STE 100,KATY,TX,77493,HARRIS,346-387-9970,Licensed Center - Child Care Program,Full Permit,7/31/2017,96,,1267843,,Y,Y,Y,Y,"1420 KATY FORT BEND RD STE 100, HARRIS County, TX 77493",,,
1405,1575338,,Katy Kids Connection,3719 N FRY RD STE K,KATY,TX,77449,HARRIS,281-646-9800,Licensed Center - Child Care Program,Full Permit,12/30/2015,86,,1188875,,Y,Y,Y,Y,"3719 N FRY RD STE K, HARRIS County, TX 77449",29.8120164,-95.7205708,"North Fry Road, Harris County, Texas, 77449, United States"
1406,1687766,,Katy Kids Connection 2,6078 N FRY RD STE G,KATY,TX,77449,HARRIS,281-463-7630,Licensed Center - Child Care Program,Full Permit,3/7/2019,86,katykidsconnection@gmail.com,1325910,,Y,Y,Y,Y,"6078 N FRY RD STE G, HARRIS County, TX 77449",29.8120164,-95.7205708,"North Fry Road, Harris County, Texas, 77449, United States"
1407,1719084,,Katy Kids Connection 3,4500 HIGHWAY 6 N STE C,HOUSTON,TX,77084,HARRIS,281-965-7935,Licensed Center - Child Care Program,Initial,5/26/2021,102,rrosh16634@aol.com,1373796,,Y,Y,Y,Y,"4500 HIGHWAY 6 N STE C, HARRIS County, TX 77084",,,
1408,1613596,,Katy Kids Home Daycare and Learning Center,24602 AMBERLEAF CT ,KATY,TX,77494,HARRIS,281-203-9930,Licensed Child-Care Home,Full Permit,6/27/2016,12,,1229838,,Y,Y,Y,Y,"24602 AMBERLEAF CT , HARRIS County, TX 77494",29.779786,-95.7979309457034,"24602, Amberleaf Court, Lakes at Grand Harbor, Harris County, Texas, 77494, United States"
1409,551491,,Katy Knowledge Beginnings,6130 S FRY RD ,KATY,TX,77494,FORT BEND,281-693-6556,Licensed Center - Child Care Program,Full Permit,2/13/2001,170,,167250,,Y,Y,Y,Y,"6130 S FRY RD , FORT BEND County, TX 77494",29.7200229,-95.7865527,"South Fry Road, Avalon at Seven Meadows, Seven Meadows, Fort Bend County, Texas, 4911, United States"
1410,1384946,,Katy Montessori School,12350 WESTHEIMER RD STE A,HOUSTON,TX,77077,HARRIS,281-531-8717,Licensed Center - Child Care Program,Full Permit,4/26/2012,83,katymontessori@gmail.com,952148,,Y,Y,Y,Y,"12350 WESTHEIMER RD STE A, HARRIS County, TX 77077",29.73606436489591,-95.60216696108353,"12350, Westheimer Road, Houston, Harris County, Texas, 77077, United States"
1411,1521027,,Katy's Early Childhood Enrichment Center,1407 W GRAND PKWY S ,KATY,TX,77494,FORT BEND,281-693-1999,Licensed Center - Child Care Program,Full Permit,1/8/2014,255,,1118669,,Y,Y,Y,Y,"1407 W GRAND PKWY S , FORT BEND County, TX 77494",29.751191,-95.7756985,"West Grand Parkway South, Cinco Ranch, Fort Bend County, Texas, 77494, United States"
1412,905468,,KBC Headstart,6011 W OREM DR ,HOUSTON,TX,77085,HARRIS,713-433-2956,Licensed Center - Child Care Program,Full Permit,5/13/2009,248,khunter@bakerripley.org,366868,,Y,Y,Y,Y,"6011 W OREM DR , HARRIS County, TX 77085",29.627691385576792,-95.47293613438059,"6011, West Orem Drive, Pamela Heights, Houston, Harris County, Texas, 77085, United States"
1413,1662004,,KCE  Champions LLC @ L. F. Smith,2703 PEREZ RD ,PASADENA,TX,77502,HARRIS,503-866-9731,Licensed Center - Before/After School Program,Full Permit,3/9/2018,28,,1289452,,N,N,Y,Y,"2703 PEREZ RD , HARRIS County, TX 77502",29.672345081632653,-95.21236891836735,"2703, Perez Road, Pasadena, Harris County, Texas, 77502, United States"
1414,1628793,,KCE Champions LLC @ Beta Academy,9701 ALMEDA GENOA RD ,HOUSTON,TX,77075,HARRIS,832-326-5442,Licensed Center - Before/After School Program,Full Permit,2/7/2017,100,,1248628,,N,N,Y,Y,"9701 ALMEDA GENOA RD , HARRIS County, TX 77075",29.627399,-95.244785,"9701, Almeda-Genoa Road, Houston, Harris County, Texas, 77075, United States"
1415,1696075,,KCE Champions LLC @ Beta Flagship,10929 ALMEDA GENOA RD ,HOUSTON,TX,77034,HARRIS,832-829-4239,Licensed Center - Before/After School Program,Full Permit,2/19/2020,68,vwhite@discoverchampions.com,1337706,,N,N,N,Y,"10929 ALMEDA GENOA RD , HARRIS County, TX 77034",29.62528157142857,-95.220829,"10929, Almeda-Genoa Road, Genoa, Houston, Harris County, Texas, 77034, United States"
1416,1538552,,Kehinde Asanat Jubril,13031 HILL CANYON LN ,HOUSTON,TX,77072,HARRIS,281-301-9823,Registered Child-Care Home,Registered,7/8/2014,10,,1143452,,Y,Y,Y,Y,"13031 HILL CANYON LN , HARRIS County, TX 77072",29.68721543758236,-95.61244036913965,"13031, Hill Canyon Lane, Harris County, Texas, 77072, United States"
1417,897211,,Keisha Lewis,20911 ROXETTE CT ,HUMBLE,TX,77338,HARRIS,281-570-6460,Registered Child-Care Home,Registered,7/22/2008,12,,357067,,Y,Y,Y,Y,"20911 ROXETTE CT , HARRIS County, TX 77338",30.017968591836734,-95.30540448979592,"20911, Roxette Court, Harris County, Texas, 77338, United States"
1418,1696265,,Kelle  Hatcher,7911 TAWNY BLUFF CT ,CYPRESS,TX,77433,HARRIS,713-449-1407,Registered Child-Care Home,Registered,9/24/2019,12,,1337914,,Y,Y,Y,Y,"7911 TAWNY BLUFF CT , HARRIS County, TX 77433",29.893807653061224,-95.71246081632653,"7911, Tawny Bluff Court, Harris County, Texas, 77433, United States"
1419,1711566,,Kellee Platt,2714 SHADY CREEK LN ,FREEPORT,TX,77541,BRAZORIA,979-236-0344,Registered Child-Care Home,Registered,12/3/2020,12,,1361455,,N,Y,Y,Y,"2714 SHADY CREEK LN , BRAZORIA County, TX 77541",28.99737675,-95.322141875,"2714, Shady Creek Lane, Oyster Creek, Brazoria County, Texas, 77541, United States"
1420,1717060,,Kelly Khuong,14715 CADEN ROCK LN ,CYPRESS,TX,77429,HARRIS,832-955-8822,Registered Child-Care Home,Registered,3/2/2021,10,,1370190,,Y,Y,Y,Y,"14715 CADEN ROCK LN , HARRIS County, TX 77429",30.0154153,-95.6318,"Caden Rock Lane, Enclave at Northpointe, Harris County, Texas, 77377, United States"
1421,1358869,,Kelly Pickard,11846 OCEANVIEW ST ,HOUSTON,TX,77071,HARRIS,713-429-3605,Licensed Child-Care Home,Full Permit,4/11/2012,12,,921753,,Y,Y,Y,Y,"11846 OCEANVIEW ST , HARRIS County, TX 77071",29.632877567917678,-95.52063443316226,"11846, Oceanview Street, Missouri City, Harris County, Texas, 77071, United States"
1422,1717782,,Kelly Underwood,10519 MILLS WALK DR ,HOUSTON,TX,77070,HARRIS,832-683-7094,Registered Child-Care Home,Registered,4/9/2021,12,,1371409,,Y,Y,Y,Y,"10519 MILLS WALK DR , HARRIS County, TX 77070",29.96499482918019,-95.57688121403238,"10519, Mills Walk Drive, Mills Walk, Harris County, Texas, 77070, United States"
1423,1548269,4491.0,Kelso Head Start Center,5800 SOUTHMUND ST ,HOUSTON,TX,77033,HARRIS,713-845-7451,Licensed Center - Child Care Program,Full Permit,4/10/2015,86,,1156572,,N,N,Y,Y,"5800 SOUTHMUND ST , HARRIS County, TX 77033",29.682863,-95.334133,"5800, Southmund Street, Houston, Harris County, Texas, 77033, United States"
1424,1688799,,Keshia  Corona,7110 MOUNTAIN PRAIRIE DR ,CYPRESS,TX,77433,HARRIS,240-501-4295,Registered Child-Care Home,Registered,4/29/2019,12,,1327641,,Y,Y,Y,Y,"7110 MOUNTAIN PRAIRIE DR , HARRIS County, TX 77433",,,
1425,1716015,,Ketwainette Barre,18419 BURGUNDY SKY WAY ,CYPRESS,TX,77429,HARRIS,281-710-5343,Registered Child-Care Home,Registered,1/26/2021,12,,1368541,,Y,Y,Y,Y,"18419 BURGUNDY SKY WAY , HARRIS County, TX 77429",29.995796166867454,-95.70517315963916,"18419, Burgundy Sky Way, Lakeview, Villages of Cypress Lakes, Harris County, Texas, 77429, United States"
1426,1569024,,Key Concepts Kan Learning Center,14001 S POST OAK RD ,HOUSTON,TX,77045,HARRIS,832-301-3602,Licensed Center - Child Care Program,Full Permit,11/19/2015,92,,1182506,,Y,Y,Y,Y,"14001 S POST OAK RD , HARRIS County, TX 77045",29.624025,-95.465039,"14001, South Post Oak Road, Heaker, Houston, Harris County, Texas, 77045, United States"
1427,1223966,,Key Concepts Kan Learning Center,4245A COOK RD ,HOUSTON,TX,77072,HARRIS,832-288-4692,Licensed Center - Child Care Program,Full Permit,3/11/2011,75,keyconceptskanllc@yahoo.com,755428,,Y,Y,Y,Y,"4245A COOK RD , HARRIS County, TX 77072",29.71175442857143,-95.59622764285714,"4245, Cook Road, Alief, Houston, Harris County, Texas, 77072, United States"
1428,1686462,,Khanh Lan Nguyen,3806 JACKSON BLUFF DR ,KATY,TX,77449,HARRIS,832-273-0024,Registered Child-Care Home,Registered,3/21/2019,12,,1324367,,Y,Y,Y,Y,"3806 JACKSON BLUFF DR , HARRIS County, TX 77449",29.827593237607964,-95.71063825497065,"3806, Jackson Bluff Drive, Westfield, Harris County, Texas, 77449, United States"
1429,1620856,,Khuong Thi Tran,4314 STILLBROOKE DR ,HOUSTON,TX,77035,HARRIS,281-787-2837,Registered Child-Care Home,Registered,3/7/2016,12,,1238779,,Y,Y,Y,Y,"4314 STILLBROOKE DR , HARRIS County, TX 77035",29.662758383838383,-95.44927771717171,"4314, Stillbrooke Drive, Willow Bend, Westwood Park, Houston, Harris County, Texas, 77035, United States"
1430,1389926,,Kicks and Giggles Daycare Academy,12130 ANTOINE DR STE H,HOUSTON,TX,77066,HARRIS,281-397-0566,Licensed Center - Child Care Program,Full Permit,5/24/2012,103,joann@kicksandgigglesdaycareacademy.com,957828,,Y,Y,Y,Y,"12130 ANTOINE DR STE H, HARRIS County, TX 77066",,,
1431,1647376,,Kid City 3,1601 W PARKWOOD AVE ,FRIENDSWOOD,TX,77546,GALVESTON,832-569-4674,Licensed Center - Child Care Program,Full Permit,7/13/2017,268,,1270519,,Y,Y,Y,Y,"1601 W PARKWOOD AVE , GALVESTON County, TX 77546",29.506705,-95.1912191,"West Parkwood Avenue, Friendswood, Galveston County, Texas, 77546, United States"
1432,860658,,Kid City Childcare Learning and Sports CTR,303 SPRUCE ST & 333 SPRUCE ST ,DICKINSON,TX,77539,GALVESTON,281-337-0500,Licensed Center - Child Care Program,Full Permit,12/4/2006,330,kidcitychildcare@yahoo.com,295591,,Y,Y,Y,Y,"303 SPRUCE ST & 333 SPRUCE ST , GALVESTON County, TX 77539",,,
1433,1671739,,Kid City Pearland,12152 SHADOW CREEK PKWY ,PEARLAND,TX,77584,BRAZORIA,713-436-0580,Licensed Center - Child Care Program,Full Permit,8/15/2018,400,,1303153,,Y,Y,Y,Y,"12152 SHADOW CREEK PKWY , BRAZORIA County, TX 77584",29.579420265593278,-95.39617825009996,"12152, Shadow Creek Parkway, Shadow Creek Ranch, Pearland, Brazoria County, Texas, 77584, United States"
1434,1249946,,Kid Fit Christian Academy,12674 GOAR RD ,HOUSTON,TX,77077,HARRIS,281-759-3488,Licensed Center - School Age Program,Full Permit,9/7/2011,50,kidfitt@yahoo.com,786829,,N,N,N,Y,"12674 GOAR RD , HARRIS County, TX 77077",29.754688923076923,-95.60762361538461,"12674, Goar Road, Houston, Harris County, Texas, 77077, United States"
1435,1084826,,Kid's Express Academy 2,8950 WILL CLAYTON PKWY ,HUMBLE,TX,77338,HARRIS,281-446-4218,Licensed Center - Child Care Program,Full Permit,7/7/2010,66,kidsland@embarqmail.com,583288,,Y,Y,Y,Y,"8950 WILL CLAYTON PKWY , HARRIS County, TX 77338",29.978522,-95.2495428,"WIC, 8950, Will Clayton Parkway, Humble, Harris County, Texas, 77338, United States"
1436,1057686,,Kid's Home,13922 BAY GARDENS DR ,SUGAR LAND,TX,77498,FORT BEND,832-493-6457,Licensed Child-Care Home,Full Permit,4/14/2010,12,anakarinamaciel@yahoo.com,550488,,Y,Y,Y,Y,"13922 BAY GARDENS DR , FORT BEND County, TX 77498",29.658419020408164,-95.63302067346939,"13922, Bay Gardens Drive, Town West, Fort Bend County, Texas, 77498, United States"
1437,1704417,,Kid's House Learning Academy,15502 REDBIRD RIDGE DR ,HUMBLE,TX,77396,HARRIS,346-276-0511,Licensed Child-Care Home,Full Permit,9/18/2020,12,,1350100,,Y,Y,Y,Y,"15502 REDBIRD RIDGE DR , HARRIS County, TX 77396",29.947420959322248,-95.26941425771037,"15502, Redbird Ridge, Harris County, Texas, 77396, United States"
1438,1452869,,Kid's Resort,5419 FM 762 RD ,RICHMOND,TX,77469,FORT BEND,281-762-8469,Licensed Center - School Age Program,Full Permit,11/15/2012,100,director@kidsresort.org,1033676,,N,N,N,Y,"5419 FM 762 RD , FORT BEND County, TX 77469",29.540154489795917,-95.72148146938775,"5419, FM 762, Dolce Living Rosenberg Apartment Homes, Crabb, Fort Bend County, Texas, 77469, United States"
1439,1695386,,Kid's Resort - Adolphus,7910 WINSTON RANCH PKWY ,RICHMOND,TX,77406,FORT BEND,281-762-8469,Licensed Center - School Age Program,Full Permit,9/12/2019,60,director@kidsresort.org,1336770,,N,N,N,Y,"7910 WINSTON RANCH PKWY , FORT BEND County, TX 77406",29.66268935,-95.74977709200593,"Adolphus Elementary, 7910, Winston Ranch Parkway, Richmond, Fort Bend County, Texas, 77406, United States"
1440,1695318,,Kid's Resort - Carter,8500 A. MEYER RD ,RICHMOND,TX,77469,FORT BEND,281-762-8469,Licensed Center - School Age Program,Full Permit,9/6/2019,60,,1336681,,N,N,N,Y,"8500 A. MEYER RD , FORT BEND County, TX 77469",29.428749,-95.897482,"Meyer Road, Fort Bend County, Texas, 77461, United States"
1441,1695435,,Kid's Resort - Dickinson,7110 GREATWOOD PKWY ,SUGAR LAND,TX,77479,FORT BEND,281-762-8469,Licensed Center - School Age Program,Full Permit,9/6/2019,60,,1336827,,N,N,N,Y,"7110 GREATWOOD PKWY , FORT BEND County, TX 77479",29.5598194,-95.6686192,"Greatwood Parkway, Greatwood, Sugar Land, Fort Bend County, Texas, 77479, United States"
1442,1443007,,Kid's World Learning Center,16210 WEST RD ,HOUSTON,TX,77095,HARRIS,281-861-2588,Licensed Center - Child Care Program,Full Permit,11/15/2012,262,office@kidsworldcyfair.com,1021488,,Y,Y,Y,Y,"16210 WEST RD , HARRIS County, TX 77095",29.9080654,-95.6526075,"West Road, Harris County, Texas, 77095, United States"
1443,1648204,,Kid-N-Play Daycare and Learning Center,10560 FUQUA ST ,HOUSTON,TX,77089,HARRIS,832-672-4784,Licensed Center - Child Care Program,Full Permit,11/13/2017,74,admin@kidnplaydaycare.com,1271586,,Y,Y,Y,Y,"10560 FUQUA ST , HARRIS County, TX 77089",29.611337372093022,-95.22805000000001,"10560, Fuqua Street, Houston, Harris County, Texas, 77089, United States"
1444,1444126,,KidCare Learning Academy,12125 HIGHWAY 6 STE C,FRESNO,TX,77545,FORT BEND,281-710-4473,Licensed Center - Child Care Program,Full Permit,11/2/2012,76,,1022828,,Y,Y,Y,Y,"12125 HIGHWAY 6 STE C, FORT BEND County, TX 77545",,,
1445,1710353,,Kidcave Learning Adventure,5807 GARDEN FLOWER CT ,KATY,TX,77449,HARRIS,832-392-0097,Licensed Child-Care Home,Renewed Initial,4/9/2021,12,,1359728,,Y,Y,Y,Y,"5807 GARDEN FLOWER CT , HARRIS County, TX 77449",29.855928897959185,-95.71635748979593,"5807, Garden Flower Court, Harris County, Texas, 77449, United States"
1446,903477,,Kidco Learning Center,2437 N FRY RD ,KATY,TX,77449,HARRIS,281-646-7600,Licensed Center - Child Care Program,Full Permit,9/8/2008,111,,364736,,Y,Y,Y,Y,"2437 N FRY RD , HARRIS County, TX 77449",29.8120164,-95.7205708,"North Fry Road, Harris County, Texas, 77449, United States"
1447,1701209,,Kiddie Academy  of Klein -GleannLoch,19559 CHAMPION FOREST DR ,SPRING,TX,77379,HARRIS,346-298-7070,Licensed Center - Child Care Program,Full Permit,9/14/2020,233,,1345090,,Y,Y,Y,Y,"19559 CHAMPION FOREST DR , HARRIS County, TX 77379",30.0110553,-95.5375591,"Champion Forest Drive, Champion Forest, Harris County, Texas, 77379, United States"
1448,1645102,,Kiddie Academy of Aliana,11107 BINION LANE ,RICHMOND,TX,77407,FORT BEND,832-944-6751,Licensed Center - Child Care Program,Full Permit,6/23/2017,200,aliana@kiddieacademy.net,1267672,,Y,Y,Y,Y,"11107 BINION LANE , FORT BEND County, TX 77407",29.6597368,-95.6914591,"Binion Lane, Fort Bend County, Texas, 77407, United States"
1449,1716183,,Kiddie Academy of Atascocita,12010 MADERA RUN PKWY ,HUMBLE,TX,77346,HARRIS,346-444-8700,Licensed Center - Child Care Program,Full Permit,5/28/2021,267,,1368791,,Y,Y,Y,Y,"12010 MADERA RUN PKWY , HARRIS County, TX 77346",29.9703465,-95.171123,"Madera Run Parkway, Harris County, Texas, 77346, United States"
1450,1660478,,Kiddie Academy of Clear Lake,11534 SPACE CENTER BLVD ,HOUSTON,TX,77059,HARRIS,713-714-1476,Licensed Center - Child Care Program,Full Permit,2/15/2018,247,clearlake@kiddieacademy.net,1287142,,Y,Y,Y,Y,"11534 SPACE CENTER BLVD , HARRIS County, TX 77059",29.625180357876534,-95.14052460751854,"11534, Space Center Boulevard, Houston, Harris County, Texas, 77059, United States"
1451,1644591,,Kiddie Academy of Cypress,14918 MUESCHKE RD ,CYPRESS,TX,77433,HARRIS,281-304-2100,Licensed Center - Child Care Program,Full Permit,7/3/2017,247,cypress@kiddieacademy.net,1267160,,Y,Y,Y,Y,"14918 MUESCHKE RD , HARRIS County, TX 77433",29.9794432,-95.7169024,"Mueschke Road, Cypress, Harris County, Texas, 77433, United States"
1452,1715535,,Kiddie Academy of Cypresswood,13909 MANDOLIN DR ,HOUSTON,TX,77070,HARRIS,346-388-6600,Licensed Center - Child Care Program,Initial,1/22/2021,204,cypresswood@kiddieacademy.com,1367800,,Y,Y,Y,Y,"13909 MANDOLIN DR , HARRIS County, TX 77070",29.979270622171242,-95.57022968655043,"13909, Mandolin Drive, Mandolin Village, Harris County, Texas, 77070, United States"
1453,1691982,,Kiddie Academy of Elyson,23100 ELYSON FALLS DRIVE ,KATY,TX,77493,HARRIS,281-810-3811,Licensed Center - Child Care Program,Full Permit,1/30/2020,177,,1332125,,Y,Y,Y,Y,"23100 ELYSON FALLS DRIVE , HARRIS County, TX 77493",29.8694244,-95.7847666,"Elyson Falls Drive, Harris County, Texas, United States"
1454,1631106,,Kiddie Academy of Grand Harbor,24404 KINGSLAND BLVD ,KATY,TX,77494,FORT BEND,281-665-8495,Licensed Center - Child Care Program,Full Permit,2/13/2017,265,,1251589,,Y,Y,Y,Y,"24404 KINGSLAND BLVD , FORT BEND County, TX 77494",29.7716925,-95.8122484,"Kingsland Boulevard, Katy, Fort Bend County, Texas, 77494, United States"
1455,1695652,,Kiddie Academy of Harmony,3653 LEXINGTON BLVD ,SPRING,TX,77386,MONTGOMERY,281-671-8329,Licensed Center - Child Care Program,Full Permit,2/4/2020,227,,1337164,,Y,Y,Y,Y,"3653 LEXINGTON BLVD , MONTGOMERY County, TX 77386",30.1024818,-95.3727786,"Lexington Boulevard, Montgomery County, Texas, 77386-7386, United States"
1456,1657632,,Kiddie Academy of Lakes of Savannah,5158 SAVANNAH PKWY ,ROSHARON,TX,77583,BRAZORIA,832-569-4847,Licensed Center - Child Care Program,Full Permit,1/10/2018,178,,1283581,,Y,Y,Y,Y,"5158 SAVANNAH PKWY , BRAZORIA County, TX 77583",29.4991998,-95.4379097,"Savannah Parkway, Pearland, Brazoria County, Texas, 77578-1581, United States"
1457,1690744,,Kiddie Academy of League City East,2010 E LEAGUE CITY PKWY ,LEAGUE CITY,TX,77573,GALVESTON,281-538-5437,Licensed Center - Child Care Program,Full Permit,1/28/2020,306,leaguecity@kiddieacademy.net,1330614,,Y,Y,Y,Y,"2010 E LEAGUE CITY PKWY , GALVESTON County, TX 77573",29.493199,-95.079455,"League City Parkway, League City, Galveston County, Texas, 77573, United States"
1458,1690738,,Kiddie Academy of League City West,1820 BUTLER RD ,LEAGUE CITY,TX,77573,GALVESTON,832-905-3160,Licensed Center - Child Care Program,Full Permit,1/28/2020,255,leaguecitywest@kiddieacademy.net,1330602,,Y,Y,Y,Y,"1820 BUTLER RD , GALVESTON County, TX 77573",29.484222,-95.110022,"Butler Road, League City, Galveston County, Texas, 77573, United States"
1459,1634286,,Kiddie Academy of Longenbaugh-Cypress,17909 LONGENBAUGH DR ,CYPRESS,TX,77433,HARRIS,281-815-0522,Licensed Center - Child Care Program,Full Permit,2/24/2017,172,Longenbaughcypress@kiddieacademy.net,1255489,,Y,Y,Y,Y,"17909 LONGENBAUGH DR , HARRIS County, TX 77433",29.896007603780095,-95.68681223010393,"17909, Longenbaugh Drive, Harris County, Texas, 77433, United States"
1460,1668416,,"Kiddie Academy of Missouri City, Texas",3811 RAOUL WALLENBERG LN ,MISSOURI CITY,TX,77459,FORT BEND,281-944-5262,Licensed Center - Child Care Program,Full Permit,7/2/2018,204,,1298506,,Y,Y,Y,Y,"3811 RAOUL WALLENBERG LN , FORT BEND County, TX 77459",,,
1461,1648500,,Kiddie Academy of Northpointe,18002 SHAW RD ,CYPRESS,TX,77429,HARRIS,281-205-3085,Licensed Center - Child Care Program,Full Permit,8/24/2017,213,,1272062,,Y,Y,Y,Y,"18002 SHAW RD , HARRIS County, TX 77429",30.030790266926793,-95.64086637689567,"18002, Shaw Road, Harris County, Texas, 77429, United States"
1462,1554541,,Kiddie Academy of Pearland - West,11035 COUNTY ROAD 59 ,PEARLAND,TX,77584,BRAZORIA,713-474-5707,Licensed Center - Child Care Program,Full Permit,3/27/2015,213,pearland-west@kiddieacademy.net,1164472,,Y,Y,Y,Y,"11035 COUNTY ROAD 59 , BRAZORIA County, TX 77584",,,
1463,1569810,,Kiddie Academy of Pearland-East,1340 BROADWAY ST ,PEARLAND,TX,77581,BRAZORIA,832-905-5978,Licensed Center - Child Care Program,Full Permit,11/17/2015,197,pearland-east@kiddieacademy.net,1183476,,Y,Y,Y,Y,"1340 BROADWAY ST , BRAZORIA County, TX 77581",29.548016,-95.234762,"Broadway Street, Pearland, Brazoria County, Texas, 77581, United States"
1464,1647320,,Kiddie Academy of Richmond Texas,22031 BELLAIRE BLVD ,RICHMOND,TX,77407,FORT BEND,346-702-3319,Licensed Center - Child Care Program,Full Permit,8/14/2017,198,,1270447,,Y,Y,Y,Y,"22031 BELLAIRE BLVD , FORT BEND County, TX 77407",29.7008636,-95.6940699,"Bellaire Boulevard, Fort Bend County, Texas, 77407, United States"
1465,1691901,,Kiddie Academy of Rosenberg,636 BENTON RD ,RICHMOND,TX,77469,FORT BEND,346-360-3001,Licensed Center - Child Care Program,Full Permit,11/22/2019,195,rosenberg@kiddieacademy.net,1332029,,Y,Y,Y,Y,"636 BENTON RD , FORT BEND County, TX 77469",29.5293802,-95.7305324,"Benton Road, Rosenberg, Fort Bend County, Texas, United States"
1466,1637648,,Kiddie Academy of Woodforest,740 FISH CREEK THOROUGHFARE ,MONTGOMERY,TX,77316,MONTGOMERY,936-447-5437,Licensed Center - Child Care Program,Full Permit,2/27/2017,213,woodforest@kiddieacademy.net,1259055,,Y,Y,Y,Y,"740 FISH CREEK THOROUGHFARE , MONTGOMERY County, TX 77316",30.290433048970815,-95.57654687087762,"740, Fish Creek Thoroughfare, Montgomery County, Texas, 77316, United States"
1467,241230,,Kiddie Cabin Day Care,19415 F M 1485 ,NEW CANEY,TX,77357,MONTGOMERY,281-689-0509,Licensed Center - Child Care Program,Full Permit,2/16/1989,80,,106038,,Y,Y,Y,Y,"19415 F M 1485 , MONTGOMERY County, TX 77357",,,
1468,1646001,,Kiddie Kampus Learning Academy,4627 AVENUE Q 1/2 ,GALVESTON,TX,77551,GALVESTON,409-766-9877,Licensed Center - Child Care Program,Full Permit,1/13/2017,92,,1268689,,Y,Y,Y,Y,"4627 AVENUE Q 1/2 , GALVESTON County, TX 77551",29.3805481,-95.102312,"Avenue Q 1/2, Santa Fe, Galveston County, Texas, 77510, United States"
1469,1046146,,Kiddie Keeper Station,18718 FM 2920 RD ,TOMBALL,TX,77377,HARRIS,281-255-2223,Licensed Center - Child Care Program,Full Permit,4/22/2010,99,,536828,,Y,Y,Y,Y,"18718 FM 2920 RD , HARRIS County, TX 77377",30.079126204296895,-95.71417955920731,"18718, FM 2920, Harris County, Texas, 77377, United States"
1470,827102,,Kiddie Village Academy,11959 BISSONNET ST ,HOUSTON,TX,77099,HARRIS,281-564-6595,Licensed Center - Child Care Program,Full Permit,5/8/2003,67,comoniyi@aol.com,224442,,Y,Y,Y,Y,"11959 BISSONNET ST , HARRIS County, TX 77099",29.675188979591837,-95.58809755102041,"11959, Bissonnet Street, Houston, Harris County, Texas, 77099, United States"
1471,1375907,,Kiddies Excel Academy,3330 S DAIRY ASHFORD RD STE D,HOUSTON,TX,77082,HARRIS,281-497-0231,Licensed Center - Child Care Program,Full Permit,4/3/2012,85,kiddiesexcel@yahoo.com,941470,,Y,Y,Y,Y,"3330 S DAIRY ASHFORD RD STE D, HARRIS County, TX 77082",29.724968,-95.60507,"3330, South Dairy Ashford Road, Houston, Harris County, Texas, 77082, United States"
1472,894870,,Kiddies Excel Academy,7550 CREEKBEND DR ,HOUSTON,TX,77071,HARRIS,713-995-5632,Licensed Center - Child Care Program,Full Permit,12/15/2008,97,kiddiesexcel@yahoo.com,353832,,Y,Y,Y,Y,"7550 CREEKBEND DR , HARRIS County, TX 77071",29.665709,-95.5107477070707,"7550, Creekbend Drive, Houston, Harris County, Texas, 77071, United States"
1473,1706567,,Kido International PreSchool,2329 BISSONNET ST ,HOUSTON,TX,77005,HARRIS,346-388-3015,Licensed Center - Child Care Program,Full Permit,12/11/2020,184,ricevillage@kido.school,1353590,,Y,Y,Y,Y,"2329 BISSONNET ST , HARRIS County, TX 77005",29.725458142857143,-95.41349128571429,"2329, Bissonnet Street, Houston, Harris County, Texas, 77005, United States"
1474,1688798,,"Kids  R"" Kids #11 TX""",8202 HOMEWARD WAY ,SUGAR LAND,TX,77479,FORT BEND,281-494-5437,Licensed Center - Child Care Program,Full Permit,4/25/2019,309,,1327637,,Y,Y,Y,Y,"8202 HOMEWARD WAY , FORT BEND County, TX 77479",29.58812795,-95.67372337601616,"Kids R Kids, 8202, Homeward Way, Sugar Land, Fort Bend County, Texas, 77479, United States"
1475,1563381,,Kids  R Kids #70 TX,18408 WINDING WATERS LN ,SUGARLAND,TX,77479,FORT BEND,281-881-0889,Licensed Center - Child Care Program,Full Permit,11/13/2015,392,,1176742,,Y,Y,Y,Y,"18408 WINDING WATERS LN , FORT BEND County, TX 77479",29.543705893413225,-95.5839813435634,"18408, Winding Waters Lane, Sugar Land, Fort Bend County, Texas, 77479, United States"
